Concept	Code	Source	Description
Congenital heart disease	759861000000106	SNOMED	Subaortic right ventricular outflow tract obstruction
Congenital heart disease	759931000000105	SNOMED	Congenital abnormality of left atrioventricular valve papillary muscle
Congenital heart disease	759941000000101	SNOMED	Congenital subvalvar mitral stenosis
Congenital heart disease	762252001	SNOMED	Common arterial trunk with aortic dominance
Congenital heart disease	762253006	SNOMED	Common arterial trunk with pulmonary dominance co-occurrent with interrupted aortic arch
Congenital heart disease	76257003	SNOMED	Bicuspid cardiac valve
Congenital heart disease	763316006	SNOMED	Congenital patent ductus arteriosus aneurysm
Congenital heart disease	763615003	SNOMED	Aortic arch anomaly, facial dysmorphism, intellectual disability syndrome
Congenital heart disease	763747002	SNOMED	Congenital aneurysm of membranous portion of interventricular septum
Congenital heart disease	764521002	SNOMED	Encircling double aortic arch
Congenital heart disease	766751007	SNOMED	Neuhauser anomaly
Congenital heart disease	767309006	SNOMED	Double aortic arch with dominant left arch and hypoplasia of right arch
Congenital heart disease	767311002	SNOMED	Double aortic arch with dominant right arch and hypoplasia of left arch
Congenital heart disease	770432008	SNOMED	Ectasia of left atrial appendage
Congenital heart disease	770433003	SNOMED	Ectasia of right atrial appendage
Congenital heart disease	770435005	SNOMED	Familial bicuspid aortic valve
Congenital heart disease	773749003	SNOMED	Genitopalatocardiac syndrome
Congenital heart disease	77696009	SNOMED	Double aortic valve
Congenital heart disease	780842009	SNOMED	Aortopulmonary coronary arterial course
Congenital heart disease	78196008	SNOMED	Double mitral valve
Congenital heart disease	78250005	SNOMED	Ectopia cordis
Congenital heart disease	782698000	SNOMED	Congenital atresia of ostium of coronary artery
Congenital heart disease	782699008	SNOMED	Congenital stenosis of ostium of coronary artery
Congenital heart disease	783011004	SNOMED	Persistent Eustachian valve
Congenital heart disease	783096008	SNOMED	Subaortic stenosis and short stature syndrome
Congenital heart disease	78320000	SNOMED	Quadricuspid cardiac valve
Congenital heart disease	783738002	SNOMED	Heart defect, tongue hamartoma, polysyndactyly syndrome
Congenital heart disease	783773000	SNOMED	Congenital abnormal number of ostium of coronary artery
Congenital heart disease	78495000	SNOMED	Cleft leaflet of mitral valve
Congenital heart disease	788533006	SNOMED	Congenital abnormality of atrium
Congenital heart disease	79439001	SNOMED	Congenital anomaly of aortic arch
Congenital heart disease	7991000119102	SNOMED	Congenital dilatation of aortic root
Congenital heart disease	81577001	SNOMED	Congenital anomaly of inferior vena cava
Congenital heart disease	81990004	SNOMED	Cor biloculare
Congenital heart disease	8239009	SNOMED	Primary endocardial fibroelastosis
Congenital heart disease	83130006	SNOMED	Eisenmenger's defect
Congenital heart disease	838333005	SNOMED	Atresia of mitral valve with absent atrioventricular connection
Congenital heart disease	840469002	SNOMED	Deficient mural leaflet of left ventricular component of common atrioventricular valve
Congenital heart disease	840488009	SNOMED	Congenital regurgitation of truncal valve
Congenital heart disease	84648007	SNOMED	Acardius
Congenital heart disease	86252004	SNOMED	Agenesis of pulmonary artery
Congenital heart disease	870323006	SNOMED	Obstructed anomalous pulmonary venous pathway
Congenital heart disease	8712002	SNOMED	Congenital subaortic stenosis due to fibromuscular shelf
Congenital heart disease	871583003	SNOMED	Congenital anomaly of left-sided atrioventricular valve in double inlet ventricle
Congenital heart disease	871585005	SNOMED	Congenital anomaly of right-sided atrioventricular valve in double inlet ventricle
Congenital heart disease	871594004	SNOMED	Congenital stenosis of truncal valve
Congenital heart disease	871616009	SNOMED	Atrial situs inversus
Congenital heart disease	871622000	SNOMED	Common atrioventricular valve with unbalanced commitment of valve to ventricle
Congenital heart disease	871624004	SNOMED	Common atrioventricular valve with unbalanced commitment of valve to right ventricle
Congenital heart disease	871627006	SNOMED	Common atrium with common atrioventricular junction
Congenital heart disease	871645006	SNOMED	Common atrium with separate arterioventricular junctions
Congenital heart disease	871647003	SNOMED	Common arterial trunk with pulmonary dominance
Congenital heart disease	871650000	SNOMED	Common arterial trunk with pulmonary dominance and aortic coarctation
Congenital heart disease	871652008	SNOMED	Mitral atresia with imperforate mitral valve
Congenital heart disease	871654009	SNOMED	Congenital hypoplasia of anulus fibrosus of aorta
Congenital heart disease	871655005	SNOMED	Tricuspid atresia with absent right atrioventricular connection
Congenital heart disease	871659004	SNOMED	Double inlet to solitary ventricle of indeterminate morphology
Congenital heart disease	871660009	SNOMED	Congenital anomaly of left ventricle
Congenital heart disease	871666003	SNOMED	Atypical left ventricular component of common atrioventricular valve
Congenital heart disease	871667007	SNOMED	Disorder of ascending aorta due to conotruncal malformation
Congenital heart disease	871668002	SNOMED	Congenital right ventricular anomaly
Congenital heart disease	871672003	SNOMED	Atypical right ventricular component of common atrioventricular valve
Congenital heart disease	88445007	SNOMED	Anomalous muscle bands of right ventricle
Congenital heart disease	90383006	SNOMED	Congenital absence of aorta
Congenital heart disease	91634006	SNOMED	Fused commissures of mitral valve
Congenital heart disease	92830003	SNOMED	Combined valvular-subvalvular pulmonic stenosis
Congenital heart disease	92963009	SNOMED	Congenital absence of chordae tendineae
Congenital heart disease	92974000	SNOMED	Congenital absence of papillary muscle
Congenital heart disease	93031005	SNOMED	Congenital atresia of inferior vena cava
Congenital heart disease	93033008	SNOMED	Congenital atresia of superior vena cava
Congenital heart disease	93051009	SNOMED	Congenital dilatation of atrium
Congenital heart disease	93056004	SNOMED	Congenital dilatation of inferior vena cava
Congenital heart disease	93059006	SNOMED	Congenital dilatation of pulmonary artery
Congenital heart disease	93062009	SNOMED	Congenital dilatation of superior vena cava
Congenital heart disease	93328001	SNOMED	Congenital malposition of inferior vena cava
Congenital heart disease	93353003	SNOMED	Congenital malposition of subclavian artery
Congenital heart disease	93354009	SNOMED	Congenital malposition of superior vena cava
Congenital heart disease	93384001	SNOMED	Congenital stenosis of aortic arch
Congenital heart disease	94150003	SNOMED	Membranous ventricular septum defect
Congenital heart disease	94703000	SNOMED	Multiple intracardiac shunts
Congenital heart disease	95234008	SNOMED	Retroesophageal aortic arch
Congenital heart disease	95237001	SNOMED	Retroesophageal subclavian artery
Congenital heart disease	95441000	SNOMED	Pulmonary artery stenosis
Congenital heart disease	156917005	SNOMED	(Bulbus/septum anomalies NOS) or (transposition of great vessels) (disorder)
Congenital heart disease	268317005	SNOMED	(Bulbus/septum anomalies NOS) or (transposition of great vessels) (disorder)
Congenital heart disease	204426005	SNOMED	(Double aortic arch) or (vascular ring) (disorder)
Congenital heart disease	204304005	SNOMED	(Great vessel transposition NOS) or (transposition of arterial trunk NEC) (disorder)
Congenital heart disease	204420004	SNOMED	(Other anomalies of aorta) or (anomalies of the aorta excluding coarction) (disorder)
Congenital heart disease	204303004	SNOMED	(Other specified transposition of great vessels) or (transposition of aorta) (disorder)
Congenital heart disease	204459008	SNOMED	(Partial anomalous pulmonary venous return) or (anomalous termination of right pulmonary vein) (disorder)
Congenital heart disease	204462006	SNOMED	(Other great vein anomalies) or (persistent left posterior cardinal vein) (disorder)
Congenital heart disease	204387000	SNOMED	Abdominal heart (disorder)
Congenital heart disease	253454000	SNOMED	Abnormality of right atrioventricular valve in double inlet ventricle (disorder)
Congenital heart disease	460602002	SNOMED	Dilation of right atrioventricular (not morphologically tricuspid) valve in double inlet ventricle (disorder)
Congenital heart disease	449111002	SNOMED	Double orifice of right atrioventricular valve in double inlet ventricle (disorder)
Congenital heart disease	460918005	SNOMED	Abnormality within thorax due to coarctation of aorta (disorder)
Congenital heart disease	459160003	SNOMED	Abscess at site of aortic coarctation (disorder)
Congenital heart disease	728271000000107	SNOMED	Absent ductus venosus with direct connection of umbilical vein to inferior vena cava (disorder)
Congenital heart disease	449527001	SNOMED	Absent ductus venosus with direct connection of umbilical vein to inferior vena cava (disorder)
Congenital heart disease	449439007	SNOMED	Absent ductus venosus with direct connection of umbilical vein to right atrium (disorder)
Congenital heart disease	728291000000106	SNOMED	Absent ductus venosus with direct connection of umbilical vein to right atrium (disorder)
Congenital heart disease	726561000000103	SNOMED	Absent left sided atrioventricular connection - univentricular (disorder)
Congenital heart disease	726551000000101	SNOMED	Absent right sided atrioventricular connection - univentricular (disorder)
Congenital heart disease	35211002	SNOMED	Anomalous communication of coronary artery (disorder)
Congenital heart disease	204377004	SNOMED	Anomalous congenital coronary communication (& arteriovenous) (disorder)
Congenital heart disease	728161000000107	SNOMED	Anomalous coronary venous return (disorder)
Congenital heart disease	461102008	SNOMED	Anomalous insertion of ductus arteriosus into distal left pulmonary artery (disorder)
Congenital heart disease	460610001	SNOMED	Anomalous insertion of ductus arteriosus into pulmonary trunk (disorder)
Congenital heart disease	460611002	SNOMED	Anomalous insertion of ductus arteriosus into right pulmonary artery (disorder)
Congenital heart disease	460607008	SNOMED	Anomalous origin of ductus arteriosus from aortic arch (disorder)
Congenital heart disease	461389005	SNOMED	Anomalous origin of ductus arteriosus from aortic diverticulum (disorder)
Congenital heart disease	460606004	SNOMED	Anomalous origin of ductus arteriosus from ascending aorta (disorder)
Congenital heart disease	461101001	SNOMED	Anomalous origin of ductus arteriosus from distal descending aorta (disorder)
Congenital heart disease	284831000119107	SNOMED	Anomalous origin of left coronary artery from pulmonary artery (disorder)
Congenital heart disease	461387007	SNOMED	Anomalous origin of left ductus arteriosus from right aortic arch (disorder)
Congenital heart disease	461399000	SNOMED	Anomalous origin of ligamentum arteriosum from right aortic arch (disorder)
Congenital heart disease	461388002	SNOMED	Anomalous origin of right ductus arteriosus from right aortic arch (disorder)
Congenital heart disease	728871000000106	SNOMED	Anomalous pulmonary to systemic collateral vein (disorder)
Congenital heart disease	727771000000100	SNOMED	Anomalous pulmonary venous connection of mixed type (disorder)
Congenital heart disease	727781000000103	SNOMED	Anomalous pulmonary venous connection of mixed type with one pulmonary venous confluence (disorder)
Congenital heart disease	727791000000101	SNOMED	Anomalous pulmonary venous connection of mixed type with two pulmonary venous confluences (disorder)
Congenital heart disease	204440006	SNOMED	Aorta congenital: [aneurysm] or [dilatation] (disorder)
Congenital heart disease	204422007	SNOMED	Aortic arch anomalies (disorder)
Congenital heart disease	204430008	SNOMED	Aortic arch anomalies NOS (disorder)
Congenital heart disease	614071000000107	SNOMED	Aortic arch anomalies NOS (disorder)
Congenital heart disease	156929001	SNOMED	Aortic coarctation (disorder)
Congenital heart disease	204390006	SNOMED	Atresia of cardiac vein (disorder)
Congenital heart disease	204437006	SNOMED	Atresia of aorta (disorder)
Congenital heart disease	204396000	SNOMED	Atresia of heart valve NEC (disorder)
Congenital heart disease	656821000000100	SNOMED	Atresia of heart valve NEC (disorder)
Congenital heart disease	727261000000104	SNOMED	Atresia of left superior vena cava (disorder)
Congenital heart disease	719955006	SNOMED	Atresia of pulmonary valve (disorder)
Congenital heart disease	204438001	SNOMED	Atresia or stenosis of aorta NOS (disorder)
Congenital heart disease	614081000000109	SNOMED	Atresia or stenosis of aorta NOS (disorder)
Congenital heart disease	890220003	SNOMED	Bicuspid aortic valve-associated aortopathy (disorder)
Congenital heart disease	156923000	SNOMED	Bicuspid aortic valve (disorder)
Congenital heart disease	461088006	SNOMED	Cardiovascular abnormality due to anomalous origin of coronary artery from pulmonary artery (disorder)
Congenital heart disease	461338005	SNOMED	Cardiovascular abnormality due to anomalous origin of coronary artery orifice (disorder)
Congenital heart disease	232374009	SNOMED	Choanal atresia with coloboma, heart malformation, choanal atresia, retardation of growth and development, genital abnormalities, and ear malformations association (disorder)
Congenital heart disease	720640005	SNOMED	Choanal atresia, hearing loss, cardiac defect, craniofacial dysmorphism syndrome (disorder)
Congenital heart disease	204419005	SNOMED	Coarctation of aorta NOS (disorder)
Congenital heart disease	687081000000103	SNOMED	Coarctation of aorta NOS (disorder)
Congenital heart disease	204444002	SNOMED	Coarctation of the pulmonary artery (disorder)
Congenital heart disease	445294008	SNOMED	Common atrioventricular orifice in double inlet ventricle (disorder)
Congenital heart disease	517391000000105	SNOMED	Common atrioventricular orifice in double inlet ventricle (disorder)
Congenital heart disease	69524004	SNOMED	Common atrium (disorder)
Congenital heart disease	253693001	SNOMED	Congenital abnormalities of thoracic aortic branches (disorder)
Congenital heart disease	472133008	SNOMED	Congenital tortuosity of branch of aortic arch (disorder)
Congenital heart disease	472792009	SNOMED	Congenital abnormality of supraaortic branch of thoracic aorta (disorder)
Congenital heart disease	713201000000103	SNOMED	Congenital abnormality of tricuspid chordae tendinae (disorder)
Congenital heart disease	713221000000107	SNOMED	Congenital abnormality of tricuspid leaflet (disorder)
Congenital heart disease	204432000	SNOMED	Congenital absence of aorta (disorder)
Congenital heart disease	204374006	SNOMED	Congenital absence of coronary artery (disorder)
Congenital heart disease	268186001	SNOMED	Congenital aneurysm of aorta (disorder)
Congenital heart disease	762250009	SNOMED	Congenital anomaly of great vessel (disorder)
Congenital heart disease	1230062001	SNOMED	Congenital atresia of inferior vena cava without azygos continuation (disorder)
Congenital heart disease	781065009	SNOMED	Transposition of inferior vena cava (disorder)
Congenital heart disease	1234908005	SNOMED	Congenital azygos continuation of inferior vena cava (disorder)
Congenital heart disease	449536002	SNOMED	Double aortic arch with right arch dominant and atresia of left arch and left ligament to diverticulum (disorder)
Congenital heart disease	253655006	SNOMED	Right aortic arch and left descending aorta (disorder)
Congenital heart disease	724437007	SNOMED	Compression of trachea and esophagus co-occurrent and due to congenital anomaly of aortic arch (disorder)
Congenital heart disease	461629004	SNOMED	Right aortic arch branching pattern (disorder)
Congenital heart disease	707200002	SNOMED	Descending aorta anterior and same side as azygos vein with absent inferior vena cava (disorder)
Congenital heart disease	448577008	SNOMED	Muscular subvalvar atresia of aorta (disorder)
Congenital heart disease	448471006	SNOMED	Congenital abnormality of ascending aorta (disorder)
Congenital heart disease	724436003	SNOMED	Congenital anomaly of abdominal aorta (disorder)
Congenital heart disease	410065004	SNOMED	Congenital anomaly of aortic arch AND/OR descending aorta (disorder)
Congenital heart disease	724435004	SNOMED	Congenital anomaly of descending thoracic aorta (disorder)
Congenital heart disease	93064005	SNOMED	Congenital duplication of aorta (disorder)
Congenital heart disease	93305002	SNOMED	Congenital malposition of aorta (disorder)
Congenital heart disease	21234008	SNOMED	Congenital stenosis of aorta (disorder)
Congenital heart disease	449576007	SNOMED	Left pulmonary artery with absent proximal arterial connection (disorder)
Congenital heart disease	449547009	SNOMED	Right pulmonary artery with absent proximal arterial connection (disorder)
Congenital heart disease	703385008	SNOMED	Anomalous origin of pulmonary artery from ascending aorta (disorder)
Congenital heart disease	448105006	SNOMED	Anomalous origin of pulmonary artery from patent arterial duct (disorder)
Congenital heart disease	449350006	SNOMED	Pulmonary artery with absent proximal arterial connection (disorder)
Congenital heart disease	448637008	SNOMED	Coarctation of left pulmonary artery (disorder)
Congenital heart disease	447903001	SNOMED	Coarctation of right pulmonary artery (disorder)
Congenital heart disease	448084009	SNOMED	Absent pulmonary trunk (disorder)
Congenital heart disease	268187005	SNOMED	Congenital pulmonary artery aneurysm (disorder)
Congenital heart disease	286071000119109	SNOMED	Congenital peripheral pulmonary artery stenosis (disorder)
Congenital heart disease	707371002	SNOMED	Congenital stenosis of left pulmonary artery (disorder)
Congenital heart disease	707372009	SNOMED	Congenital stenosis of right pulmonary artery (disorder)
Congenital heart disease	448472004	SNOMED	Congenital abnormality of pulmonary trunk (disorder)
Congenital heart disease	25559009	SNOMED	Congenital absence of left pulmonary artery (disorder)
Congenital heart disease	39987008	SNOMED	Congenital absence of right pulmonary artery (disorder)
Congenital heart disease	93347003	SNOMED	Congenital malposition of pulmonary artery (disorder)
Congenital heart disease	128584005	SNOMED	Congenital pulmonary artery conduit (disorder)
Congenital heart disease	449125001	SNOMED	Congenital stenosis of pulmonary artery (disorder)
Congenital heart disease	449513006	SNOMED	Anomalous pulmonary venous connection of mixed type with one pulmonary venous confluence (disorder)
Congenital heart disease	449521000	SNOMED	Anomalous pulmonary venous connection of mixed type with two pulmonary venous confluences (disorder)
Congenital heart disease	448727008	SNOMED	Total anomalous pulmonary venous connections of mixed type (disorder)
Congenital heart disease	22750001	SNOMED	Anomalous pulmonary venous drainage to abdominal portion of inferior vena cava (disorder)
Congenital heart disease	32194006	SNOMED	Anomalous pulmonary venous drainage to hepatic veins (disorder)
Congenital heart disease	66858001	SNOMED	Anomalous pulmonary venous drainage to superior vena cava (disorder)
Congenital heart disease	727821000000106	SNOMED	Congenital pulmonary venous confluence in direct proximity to left atrium (disorder)
Congenital heart disease	727811000000100	SNOMED	Congenital pulmonary venous confluence in horizontal orientation (disorder)
Congenital heart disease	727801000000102	SNOMED	Congenital pulmonary venous confluence in vertical orientation (disorder)
Congenital heart disease	727831000000108	SNOMED	Congenital pulmonary venous confluence remote from left atrium (disorder)
Congenital heart disease	286341000119100	SNOMED	Total anomalous pulmonary venous connection to hepatic vein (disorder)
Congenital heart disease	449444000	SNOMED	Infracardiac location of anomalous pulmonary venous connection to hepatic vein (disorder)
Congenital heart disease	449495003	SNOMED	Infracardiac location of anomalous pulmonary venous connection to patent ductus venosus (disorder)
Congenital heart disease	449435001	SNOMED	Infracardiac location of anomalous pulmonary venous connection with two descending veins (disorder)
Congenital heart disease	445371009	SNOMED	Infracardiac location of anomalous pulmonary venous connections to inferior caval vein (disorder)
Congenital heart disease	445296005	SNOMED	Infracardiac location of anomalous pulmonary venous connections to portal system (disorder)
Congenital heart disease	448599000	SNOMED	Total anomalous pulmonary venous connection of infracardiac type (disorder)
Congenital heart disease	449425007	SNOMED	Intracardiac location of anomalous pulmonary venous connection to coronary sinus (disorder)
Congenital heart disease	449514000	SNOMED	Intracardiac location of anomalous pulmonary venous connection to midline with isomeric atria (disorder)
Congenital heart disease	449452002	SNOMED	Intracardiac location of anomalous pulmonary venous connection to right atrium (disorder)
Congenital heart disease	445543002	SNOMED	Intracardiac location of anomalous pulmonary venous connections to bilateral isomeric atriums (disorder)
Congenital heart disease	447914003	SNOMED	Total anomalous pulmonary venous connection of intracardiac type (disorder)
Congenital heart disease	447664007	SNOMED	Partial anomalous pulmonary venous connection of part of left lung (disorder)
Congenital heart disease	447860000	SNOMED	Partial anomalous pulmonary venous connection of part of right lung (disorder)
Congenital heart disease	447861001	SNOMED	Partial anomalous pulmonary venous connection with anomalous veins connecting first to pulmonary venous confluence (disorder)
Congenital heart disease	286361000119101	SNOMED	Total anomalous pulmonary venous connection to superior vena cava (disorder)
Congenital heart disease	449533005	SNOMED	Supracardiac location of anomalous pulmonary venous connection to azygos vein (disorder)
Congenital heart disease	449451009	SNOMED	Supracardiac location of anomalous pulmonary venous connection to hemiazygos vein (disorder)
Congenital heart disease	449443006	SNOMED	Supracardiac location of anomalous pulmonary venous connection to left sided vertical vein (disorder)
Congenital heart disease	449434002	SNOMED	Supracardiac location of anomalous pulmonary venous connection to left superior vena cava (disorder)
Congenital heart disease	449493005	SNOMED	Supracardiac location of anomalous pulmonary venous connection to right sided vertical vein (disorder)
Congenital heart disease	449494004	SNOMED	Supracardiac location of anomalous pulmonary venous connection to right superior vena cava (disorder)
Congenital heart disease	447832002	SNOMED	Total anomalous pulmonary venous connection of supracardiac type (disorder)
Congenital heart disease	448486000	SNOMED	Anomalous pulmonary to systemic collateral vein (disorder)
Congenital heart disease	448487009	SNOMED	Anomalous pulmonary venous connection of mixed type (disorder)
Congenital heart disease	128566008	SNOMED	Congenital pulmonary vein confluence (disorder)
Congenital heart disease	448499002	SNOMED	Infracardiac location of anomalous pulmonary venous connection (disorder)
Congenital heart disease	448500006	SNOMED	Intracardiac location of anomalous pulmonary venous connection (disorder)
Congenital heart disease	446432002	SNOMED	Pulmonary venous hypoplasia (disorder)
Congenital heart disease	448728003	SNOMED	Supracardiac location of anomalous pulmonary venous connection (disorder)
Congenital heart disease	82580003	SNOMED	Congenital complete atrioventricular block (disorder)
Congenital heart disease	42866003	SNOMED	Congenital coronary artery sclerosis (disorder)
Congenital heart disease	445106006	SNOMED	Congenital dilation of left pulmonary artery (disorder)
Congenital heart disease	253613002	SNOMED	Congenital dilatation of aorta (disorder)
Congenital heart disease	445167000	SNOMED	Congenital dilation of right pulmonary artery (disorder)
Congenital heart disease	4313003	SNOMED	Acardiacus anceps (disorder)
Congenital heart disease	449135007	SNOMED	Congenital stenosis of mitral subvalvular apparatus (disorder)
Congenital heart disease	253506005	SNOMED	Congenital abnormality of left atrioventricular valve papillary muscle (disorder)
Congenital heart disease	253478005	SNOMED	Congenital abnormality of right atrioventricular valve papillary muscle (disorder)
Congenital heart disease	205768003	SNOMED	Complete situs inversus with dextrocardia (disorder)
Congenital heart disease	42402006	SNOMED	Kartagener syndrome (disorder)
Congenital heart disease	1163259003	SNOMED	Non syndromic dextrocardia (disorder)
Congenital heart disease	1255319004	SNOMED	Autosomal dominant intellectual disability, craniofacial anomalies, cardiac defects syndrome (disorder)
Congenital heart disease	1222710008	SNOMED	Neurodevelopmental disorder, craniofacial dysmorphism, cardiac defect, skeletal anomalies syndrome (disorder)
Congenital heart disease	1208998007	SNOMED	Tumor necrosis factor receptor associated factor 7-associated heart defect, digital anomalies, facial dysmorphism, motor and speech delay syndrome (disorder)
Congenital heart disease	445208002	SNOMED	Congenital hypoplasia of right pulmonary artery (disorder)
Congenital heart disease	64872007	SNOMED	Congenital incomplete atrioventricular block (disorder)
Congenital heart disease	461582000	SNOMED	Congenital luminal atresia of aortic arch (disorder)
Congenital heart disease	233857005	SNOMED	Congenital mitral regurgitation (disorder)
Congenital heart disease	204364008	SNOMED	Congenital mitral stenosis NOS (disorder)
Congenital heart disease	629871000000107	SNOMED	Congenital mitral stenosis NOS (disorder)
Congenital heart disease	204361000	SNOMED	Congenital mitral stenosis, unspecified (disorder)
Congenital heart disease	629861000000100	SNOMED	Congenital mitral stenosis, unspecified (disorder)
Congenital heart disease	204347005	SNOMED	Congenital pulmonary stenosis NOS (disorder)
Congenital heart disease	627871000000102	SNOMED	Congenital pulmonary stenosis NOS (disorder)
Congenital heart disease	44786006	SNOMED	Congenital stenosis of pulmonary artery (disorder)
Congenital heart disease	204356002	SNOMED	Congenital tricuspid atresia or stenosis NOS (disorder)
Congenital heart disease	608851000000103	SNOMED	Congenital tricuspid atresia or stenosis NOS (disorder)
Congenital heart disease	713211000000101	SNOMED	Congenital tricuspid papillary muscle abnormality (disorder)
Congenital heart disease	726691000000105	SNOMED	Criss-cross heart with leftward rotation (disorder)
Congenital heart disease	726701000000105	SNOMED	Criss-cross heart with rightward rotation (disorder)
Congenital heart disease	753231000000103	SNOMED	Descending aorta anterior and same side as azygos vein with absent inferior vena cava (disorder)
Congenital heart disease	85090007	SNOMED	Dextrocardia/situs inversus finding (finding)
Congenital heart disease	871662001	SNOMED	Dissection of aorta at coarctation site following procedure (disorder)
Congenital heart disease	1796006	SNOMED	Ebstein's anomaly (disorder)
Congenital heart disease	726921000000103	SNOMED	Ebstein's anomaly of left sided tricuspid valve with discordant atrioventricular connection (disorder)
Congenital heart disease	726961000000106	SNOMED	Ebstein's anomaly of left atrioventricular valve in functionally univentricular heart (disorder)
Congenital heart disease	726951000000108	SNOMED	Ebstein's anomaly of right atrioventricular valve in functionally univentricular heart (disorder)
Congenital heart disease	726941000000105	SNOMED	Ebstein's anomaly of tricuspid valve with atrialisation of right ventricular chamber (disorder)
Congenital heart disease	726931000000101	SNOMED	Ebstein's anomaly with functional tricuspid stenosis (disorder)
Congenital heart disease	204322008	SNOMED	Endocardial cushion defects (disorder)
Congenital heart disease	204326006	SNOMED	Endocardial cushion defects NOS (disorder)
Congenital heart disease	204331008	SNOMED	Endocardial cushion defects NOS (disorder)
Congenital heart disease	612641000000100	SNOMED	Endocardial cushion defects NOS (disorder)
Congenital heart disease	204323003	SNOMED	Endocardial cushion defects, unspecified (disorder)
Congenital heart disease	692841000000100	SNOMED	Endocardial cushion defects, unspecified (disorder)
Congenital heart disease	268176002	SNOMED	Great vessel transposition NOS (disorder)
Congenital heart disease	676121000000106	SNOMED	Great vessel transposition NOS (disorder)
Congenital heart disease	156912004	SNOMED	Heart anomalies: [bulbus/septum] [patent foramen ovale] (disorder)
Congenital heart disease	268316001	SNOMED	Heart anomalies: [bulbus/septum] [patent foramen ovale] (disorder)
Congenital heart disease	61611000119105	SNOMED	History of interatrial transposition of venous return operation (situation)
Congenital heart disease	428071007	SNOMED	History of repair of coarctation of aorta (situation)
Congenital heart disease	205814003	SNOMED	Holt-Oram syndrome (disorder)
Congenital heart disease	204434004	SNOMED	Hypoplasia of aorta (& [tubular]) (disorder)
Congenital heart disease	449232001	SNOMED	Aortic arch hypoplasia between carotid arteries (disorder)
Congenital heart disease	448645003	SNOMED	Aortic arch hypoplasia between subclavian and common carotid arteries (disorder)
Congenital heart disease	448646002	SNOMED	Aortic arch hypoplasia distal to subclavian artery (disorder)
Congenital heart disease	204415004	SNOMED	Hypoplasia of aortic arch, unspecified (disorder)
Congenital heart disease	698361000000107	SNOMED	Hypoplasia of aortic arch, unspecified (disorder)
Congenital heart disease	253263001	SNOMED	Hypoplasia of heart NOS (disorder)
Congenital heart disease	636851000000106	SNOMED	Hypoplasia of heart NOS (disorder)
Congenital heart disease	459163001	SNOMED	Infective endarteritis at site of aortic coarctation (disorder)
Congenital heart disease	727981000000100	SNOMED	Infracardiac location of anomalous pulmonary venous connection (disorder)
Congenital heart disease	728021000000103	SNOMED	Infracardiac location of anomalous pulmonary venous connection to hepatic vein (disorder)
Congenital heart disease	728001000000107	SNOMED	Infracardiac location of anomalous pulmonary venous connection to inferior vena cava (disorder)
Congenital heart disease	728011000000109	SNOMED	Infracardiac location of anomalous pulmonary venous connection to patent venous duct (disorder)
Congenital heart disease	727991000000103	SNOMED	Infracardiac location of anomalous pulmonary venous connection to portal system (disorder)
Congenital heart disease	728031000000101	SNOMED	Infracardiac location of anomalous pulmonary venous connection with two descending veins (disorder)
Congenital heart disease	3192005	SNOMED	Infundibular pulmonic stenosis (disorder)
Congenital heart disease	1186729007	SNOMED	Intellectual disability, cardiac anomalies, short stature, joint laxity syndrome (disorder)
Congenital heart disease	204418002	SNOMED	Interrupted aortic arch (disorder)
Congenital heart disease	39042006	SNOMED	Interruption of aortic arch (disorder)
Congenital heart disease	727911000000107	SNOMED	Intracardiac location of anomalous pulmonary venous connection (disorder)
Congenital heart disease	727961000000109	SNOMED	Intracardiac location of anomalous pulmonary venous connection to bilateral isomeric atrium (disorder)
Congenital heart disease	727921000000101	SNOMED	Intracardiac location of anomalous pulmonary venous connection to coronary sinus (disorder)
Congenital heart disease	727971000000102	SNOMED	Intracardiac location of anomalous pulmonary venous connection to midline with isomeric atrium (disorder)
Congenital heart disease	727951000000106	SNOMED	Intracardiac location of anomalous pulmonary venous connection to right atrium (disorder)
Congenital heart disease	461433002	SNOMED	Major systemic to pulmonary collateral artery with absent pulmonary arteries proximal to hilar bifurcation (disorder)
Congenital heart disease	722458000	SNOMED	Matthew Wood syndrome (disorder)
Congenital heart disease	1119299008	SNOMED	Mitral regurgitation due to congenital abnormality of mitral subvalvular apparatus (disorder)
Congenital heart disease	726901000000107	SNOMED	Mitral valve atresia (disorder)
Congenital heart disease	204325005	SNOMED	Other specified endocardial cushion defects (disorder)
Congenital heart disease	619801000000107	SNOMED	Other specified endocardial cushion defects (disorder)
Congenital heart disease	268175003	SNOMED	Other specified transposition of great vessels (disorder)
Congenital heart disease	676111000000100	SNOMED	Other specified transposition of great vessels (disorder)
Congenital heart disease	727631000000107	SNOMED	Partial anomalous pulmonary venous connection of entire left lung (disorder)
Congenital heart disease	727621000000105	SNOMED	Partial anomalous pulmonary venous connection of entire right lung (disorder)
Congenital heart disease	727651000000100	SNOMED	Partial anomalous pulmonary venous connection of part of left lung (disorder)
Congenital heart disease	727641000000103	SNOMED	Partial anomalous pulmonary venous connection of part of right lung (disorder)
Congenital heart disease	727661000000102	SNOMED	Partial anomalous pulmonary venous connection with anomalous veins connecting first to pulmonary venous confluence (disorder)
Congenital heart disease	722211006	SNOMED	Patent ductus arteriosus, bicuspid aortic valve, hand anomaly syndrome (disorder)
